MUNICIPIO,POTÊNCIA,N_MOD,PESO_TOTAL,VIDRO,ALUMÍNIO,EVA,SILÍCIO,POLÍMERO,CABOS (Cu e Polimeros),CONDUTOR AL (Interno),CONDUTOR CU (Interno),CHUMBO E ESTANHO,PRATA,SISTEMAS,LATITUDE,LONGITUDE
Camocim,"3.030,00","5.467,00",165.93,116.15,29.87,8.46,6.06,2.49,1.66,0.88,0.18,0.09,0.09,395,-2.9005,-40.8544
Camocim de São Félix,"1.041,00","2.175,00",61.45,43.02,11.06,3.13,2.24,0.92,0.61,0.33,0.07,0.03,0.03,70,-8.35865,-35.7653
Campanha,"2.821,00","6.288,00",171.55,120.08,30.88,8.75,6.26,2.57,1.72,0.91,0.19,0.09,0.09,346,-21.836,-45.4004
Campanário,"312,00","537,00",16.64,11.65,3.0,0.85,0.61,0.25,0.17,0.09,0.02,0.01,0.01,40,-18.2427,-41.7355
Campestre,"4.403,00","8.102,00",239.97,167.98,43.2,12.24,8.76,3.6,2.4,1.27,0.26,0.13,0.13,386,-8.84723,-35.5685
Campestre da Serra,"1.292,00","2.186,00",68.98,48.29,12.42,3.52,2.52,1.03,0.69,0.37,0.08,0.04,0.04,139,-28.7926,-51.0941
Campestre de Goiás,"813,00","2.060,00",53.58,37.5,9.64,2.73,1.96,0.8,0.54,0.28,0.06,0.03,0.03,39,-16.7624,-49.695
Campestre do Maranhão,"999,00","1.780,00",55.63,38.94,10.01,2.84,2.03,0.83,0.56,0.29,0.06,0.03,0.03,106,-6.17075,-47.3625
Campina Grande,"31.778,00","105.135,00",2312.97,1619.08,416.33,117.96,84.42,34.69,23.13,12.26,2.54,1.23,1.23,2327,-7.22196,-35.8731
Campina Grande do Sul,"2.623,00","5.270,00",151.44,106.01,27.26,7.72,5.53,2.27,1.51,0.8,0.17,0.08,0.08,165,-25.3044,-49.0551
Campina Verde,"5.782,00","12.261,00",343.45,240.42,61.82,17.52,12.54,5.15,3.43,1.82,0.38,0.18,0.18,617,-19.5382,-49.4862
Campina da Lagoa,"4.449,00","8.276,00",246.89,172.83,44.44,12.59,9.01,3.7,2.47,1.31,0.27,0.13,0.13,292,-24.5893,-52.7976
Campina das Missões,"3.129,00","6.044,00",178.03,124.62,32.05,9.08,6.5,2.67,1.78,0.94,0.2,0.09,0.09,430,-27.9888,-54.8416
Campina do Monte Alegre,"1.318,00","2.136,00",71.25,49.88,12.83,3.63,2.6,1.07,0.71,0.38,0.08,0.04,0.04,40,-23.5895,-48.4758
Campina do Simão,"493,00","751,00",26.1,18.27,4.7,1.33,0.95,0.39,0.26,0.14,0.03,0.01,0.01,33,-25.0802,-51.8237
Campinas,"80.309,00","262.978,00",5963.59,4174.51,1073.45,304.14,217.67,89.45,59.64,31.61,6.56,3.16,3.16,9871,-22.9053,-47.0659
Campinas do Piauí,"257,00","548,00",15.37,10.76,2.77,0.78,0.56,0.23,0.15,0.08,0.02,0.01,0.01,43,-7.6593,-41.8775
Campinas do Sul,"2.815,00","6.201,00",166.05,116.24,29.89,8.47,6.06,2.49,1.66,0.88,0.18,0.09,0.09,269,-27.7174,-52.6248
Campinaçu,"243,00","399,00",12.82,8.97,2.31,0.65,0.47,0.19,0.13,0.07,0.01,0.01,0.01,28,-13.787,-48.5704
Campinorte,"2.113,00","4.467,00",125.06,87.54,22.51,6.38,4.56,1.88,1.25,0.66,0.14,0.07,0.07,201,-14.3137,-49.1511
Campinápolis,"1.526,00","2.805,00",84.16,58.91,15.15,4.29,3.07,1.26,0.84,0.45,0.09,0.04,0.04,184,-14.5162,-52.893
Campo Alegre,"5.466,00","13.471,00",348.34,243.84,62.7,17.77,12.71,5.23,3.48,1.85,0.38,0.18,0.18,280,-9.78451,-36.3525
Campo Alegre de Goiás,"6.524,00","10.514,00",345.68,241.97,62.22,17.63,12.62,5.19,3.46,1.83,0.38,0.18,0.18,142,-17.6363,-47.7768
Campo Alegre de Lourdes,"1.004,00","1.559,00",52.17,36.52,9.39,2.66,1.9,0.78,0.52,0.28,0.06,0.03,0.03,86,-9.52221,-43.0126
Campo Alegre do Fidalgo,"178,00","273,00",9.2,6.44,1.66,0.47,0.34,0.14,0.09,0.05,0.01,0.0,0.0,18,-8.38236,-41.8344
Campo Azul,"416,00","660,00",21.22,14.86,3.82,1.08,0.77,0.32,0.21,0.11,0.02,0.01,0.01,11,-16.5028,-44.8096
Campo Belo,"7.429,00","17.424,00",463.6,324.52,83.45,23.64,16.92,6.95,4.64,2.46,0.51,0.25,0.25,568,-20.8932,-45.2699
Campo Belo do Sul,"49,00","80,00",2.4,1.68,0.43,0.12,0.09,0.04,0.02,0.01,0.0,0.0,0.0,10,-27.8975,-50.7595
Campo Bom,"18.830,00","48.987,00",1354.02,947.82,243.72,69.06,49.42,20.31,13.54,7.18,1.49,0.72,0.72,2502,-29.6747,-51.0606
Campo Bonito,"683,00","1.116,00",36.4,25.48,6.55,1.86,1.33,0.55,0.36,0.19,0.04,0.02,0.02,55,-25.0294,-52.9939
Campo Erê,"622,00","1.134,00",32.79,22.95,5.9,1.67,1.2,0.49,0.33,0.17,0.04,0.02,0.02,51,-26.3931,-53.0856
Campo Florido,"962,00","2.056,00",57.13,39.99,10.28,2.91,2.09,0.86,0.57,0.3,0.06,0.03,0.03,92,-19.7631,-48.5716
Campo Formoso,"1.785,00","3.394,00",99.62,69.73,17.93,5.08,3.64,1.49,1.0,0.53,0.11,0.05,0.05,190,-10.5105,-40.32
Campo Grande,"213.764,00","483.033,00",13262.28,9283.6,2387.21,676.38,484.07,198.93,132.62,70.29,14.59,7.03,7.03,24114,-9.95542,-36.7926
Campo Grande do Piauí,"338,00","697,00",19.48,13.64,3.51,0.99,0.71,0.29,0.19,0.1,0.02,0.01,0.01,37,-7.12827,-41.0315
Campo Largo,"7.664,00","14.005,00",419.84,293.89,75.57,21.41,15.32,6.3,4.2,2.23,0.46,0.22,0.22,703,-25.4525,-49.529
Campo Largo do Piauí,"79,00","123,00",4.18,2.93,0.75,0.21,0.15,0.06,0.04,0.02,0.0,0.0,0.0,10,-3.80441,-42.64
Campo Limpo Paulista,"2.318,00","5.363,00",148.17,103.72,26.67,7.56,5.41,2.22,1.48,0.79,0.16,0.08,0.08,287,-23.2078,-46.7889
Campo Limpo de Goiás,"1.683,00","4.068,00",107.97,75.58,19.43,5.51,3.94,1.62,1.08,0.57,0.12,0.06,0.06,105,-16.2971,-49.0895
Campo Magro,"1.717,00","2.778,00",90.45,63.31,16.28,4.61,3.3,1.36,0.9,0.48,0.1,0.05,0.05,97,-25.3687,-49.4501
Campo Maior,"6.557,00","11.638,00",360.46,252.32,64.88,18.38,13.16,5.41,3.6,1.91,0.4,0.19,0.19,752,-4.8217,-42.1641
Campo Mourão,"23.275,00","47.650,00",1359.27,951.49,244.67,69.32,49.61,20.39,13.59,7.2,1.5,0.72,0.72,2361,-24.0463,-52.378
Campo Novo,"1.360,00","2.768,00",79.07,55.35,14.23,4.03,2.89,1.19,0.79,0.42,0.09,0.04,0.04,158,-27.6792,-53.8052
Campo Novo de Rondônia,"427,00","677,00",22.05,15.44,3.97,1.12,0.8,0.33,0.22,0.12,0.02,0.01,0.01,40,-10.5712,-63.6266
Campo Novo do Parecis,"21.801,00","46.603,00",1307.12,914.98,235.28,66.66,47.71,19.61,13.07,6.93,1.44,0.69,0.69,988,-13.6587,-57.8907
Campo Redondo,"410,00","819,00",24.49,17.14,4.41,1.25,0.89,0.37,0.24,0.13,0.03,0.01,0.01,52,-6.23829,-36.1888
Campo Verde,"23.106,00","43.335,00",1296.56,907.59,233.38,66.12,47.32,19.45,12.97,6.87,1.43,0.69,0.69,970,-15.545,-55.1626
Campo do Brito,"1.195,00","2.340,00",69.14,48.4,12.45,3.53,2.52,1.04,0.69,0.37,0.08,0.04,0.04,78,-10.7392,-37.4954
Campo do Meio,"1.125,00","2.217,00",62.62,43.83,11.27,3.19,2.29,0.94,0.63,0.33,0.07,0.03,0.03,92,-21.1127,-45.8273
Campo do Tenente,"735,00","1.322,00",40.39,28.27,7.27,2.06,1.47,0.61,0.4,0.21,0.04,0.02,0.02,34,-25.98,-49.6844
Campos Altos,"6.928,00","11.706,00",363.46,254.42,65.42,18.54,13.27,5.45,3.63,1.93,0.4,0.19,0.19,155,-19.6914,-46.1725
Campos Belos,"1.520,00","3.494,00",96.38,67.47,17.35,4.92,3.52,1.45,0.96,0.51,0.11,0.05,0.05,129,-13.035,-46.7681
Campos Borges,"948,00","2.385,00",60.24,42.17,10.84,3.07,2.2,0.9,0.6,0.32,0.07,0.03,0.03,71,-28.8871,-53.0008
Campos Gerais,"4.771,00","10.914,00",292.17,204.52,52.59,14.9,10.66,4.38,2.92,1.55,0.32,0.15,0.15,397,-21.237,-45.7569
Campos Lindos,"691,00","1.188,00",37.8,26.46,6.8,1.93,1.38,0.57,0.38,0.2,0.04,0.02,0.02,50,-7.98956,-46.8645
Campos Novos,"2.334,00","5.118,00",137.05,95.94,24.67,6.99,5.0,2.06,1.37,0.73,0.15,0.07,0.07,105,-27.4002,-51.2276
Campos Novos Paulista,"614,00","1.016,00",32.68,22.88,5.88,1.67,1.19,0.49,0.33,0.17,0.04,0.02,0.02,45,-22.602,-49.9987
Campos Sales,"1.123,00","1.981,00",61.33,42.93,11.04,3.13,2.24,0.92,0.61,0.33,0.07,0.03,0.03,102,-7.06761,-40.3687
Campos Verdes,"495,00","874,00",26.57,18.6,4.78,1.36,0.97,0.4,0.27,0.14,0.03,0.01,0.01,53,-14.2442,-49.6528
Campos de Júlio,"5.700,00","10.852,00",325.76,228.03,58.64,16.61,11.89,4.89,3.26,1.73,0.36,0.17,0.17,204,-13.7242,-59.2858
Campos do Jordão,"2.657,00","6.865,00",172.38,120.67,31.03,8.79,6.29,2.59,1.72,0.91,0.19,0.09,0.09,238,-22.7296,-45.5833
Campos dos Goytacazes,"65.775,00","224.403,00",5038.44,3526.91,906.92,256.96,183.9,75.58,50.38,26.7,5.54,2.67,2.67,8259,-21.7622,-41.3181
Camutanga,"223,00","361,00",11.88,8.31,2.14,0.61,0.43,0.18,0.12,0.06,0.01,0.01,0.01,24,-7.40545,-35.2664
Cana Verde,"534,00","1.065,00",30.71,21.5,5.53,1.57,1.12,0.46,0.31,0.16,0.03,0.02,0.02,77,-21.0232,-45.1801
Canabrava do Norte,"325,00","491,00",17.08,11.95,3.07,0.87,0.62,0.26,0.17,0.09,0.02,0.01,0.01,30,-11.0556,-51.8209
Cananéia,"259,00","389,00",13.14,9.2,2.37,0.67,0.48,0.2,0.13,0.07,0.01,0.01,0.01,26,-25.0144,-47.9341
Canapi,"338,00","502,00",17.57,12.3,3.16,0.9,0.64,0.26,0.18,0.09,0.02,0.01,0.01,34,-9.11932,-37.5967
Canarana,"14.354,00","34.008,00",865.29,605.7,155.75,44.13,31.58,12.98,8.65,4.59,0.95,0.46,0.46,905,-11.6858,-41.7677
Canas,"4.473,00","10.952,00",273.64,191.55,49.26,13.96,9.99,4.1,2.74,1.45,0.3,0.15,0.15,22,-22.7003,-45.0521
Canavieira,"224,00","391,00",11.65,8.15,2.1,0.59,0.43,0.17,0.12,0.06,0.01,0.01,0.01,16,-7.68821,-43.7233
Canavieiras,"1.342,00","2.175,00",71.04,49.73,12.79,3.62,2.59,1.07,0.71,0.38,0.08,0.04,0.04,130,-15.6722,-38.9536
Canaã,"987,00","2.340,00",61.31,42.92,11.04,3.13,2.24,0.92,0.61,0.32,0.07,0.03,0.03,55,-20.6869,-42.6167
Canaã dos Carajás,"10.164,00","17.343,00",547.48,383.24,98.55,27.92,19.98,8.21,5.47,2.9,0.6,0.29,0.29,1103,-6.49659,-49.8776
Candeal,"147,00","233,00",7.67,5.37,1.38,0.39,0.28,0.11,0.08,0.04,0.01,0.0,0.0,21,-11.8049,-39.1203
Candeias,"4.943,00","13.725,00",338.68,237.07,60.96,17.27,12.36,5.08,3.39,1.79,0.37,0.18,0.18,388,-12.6716,-38.5472
Candeias do Jamari,"811,00","1.297,00",41.42,29.0,7.46,2.11,1.51,0.62,0.41,0.22,0.05,0.02,0.02,45,-8.7907,-63.7005
Candelária,"8.625,00","18.918,00",517.4,362.18,93.13,26.39,18.89,7.76,5.17,2.74,0.57,0.27,0.27,1238,-29.6684,-52.7895
Candiba,"2.545,00","4.824,00",143.32,100.33,25.8,7.31,5.23,2.15,1.43,0.76,0.16,0.08,0.08,320,-14.4097,-42.8667
Candiota,"2.730,00","9.280,00",215.6,150.92,38.81,11.0,7.87,3.23,2.16,1.14,0.24,0.11,0.11,76,-31.5516,-53.6773
Candói,"1.989,00","3.513,00",110.14,77.1,19.83,5.62,4.02,1.65,1.1,0.58,0.12,0.06,0.06,122,-25.5758,-52.0409
Canela,"6.863,00","13.772,00",400.39,280.27,72.07,20.42,14.61,6.01,4.0,2.12,0.44,0.21,0.21,842,-29.356,-50.8119
Canelinha,"132,00","224,00",6.67,4.67,1.2,0.34,0.24,0.1,0.07,0.04,0.01,0.0,0.0,17,-27.2616,-48.7658
Canguaretama,"2.231,00","4.228,00",125.74,88.02,22.63,6.41,4.59,1.89,1.26,0.67,0.14,0.07,0.07,208,-6.37193,-35.1281
Canguçu,"7.160,00","14.506,00",418.77,293.14,75.38,21.36,15.29,6.28,4.19,2.22,0.46,0.22,0.22,973,-31.396,-52.6783
Canhoba,"185,00","308,00",9.36,6.56,1.69,0.48,0.34,0.14,0.09,0.05,0.01,0.0,0.0,5,-10.1365,-36.9806
Canhotinho,"629,00","976,00",32.73,22.91,5.89,1.67,1.19,0.49,0.33,0.17,0.04,0.02,0.02,43,-8.87652,-36.1979
Canindé,"6.397,00","16.603,00",443.24,310.27,79.78,22.61,16.18,6.65,4.43,2.35,0.49,0.23,0.23,830,-4.35162,-39.3155
Canindé de São Francisco,"1.412,00","2.328,00",74.87,52.41,13.48,3.82,2.73,1.12,0.75,0.4,0.08,0.04,0.04,93,-9.64882,-37.7923
Canitar,"243,00","380,00",12.73,8.91,2.29,0.65,0.46,0.19,0.13,0.07,0.01,0.01,0.01,28,-23.004,-49.7839
Canoas,"40.877,00","96.047,00",2610.82,1827.57,469.95,133.15,95.29,39.16,26.11,13.84,2.87,1.38,1.38,5183,-29.9128,-51.1857
Canoinhas,"1.554,00","4.482,00",105.97,74.18,19.07,5.4,3.87,1.59,1.06,0.56,0.12,0.06,0.06,119,-26.1766,-50.395
Cansanção,"1.114,00","2.309,00",65.8,46.06,11.84,3.36,2.4,0.99,0.66,0.35,0.07,0.03,0.03,130,-10.6647,-39.4944
Cantagalo,"4.905,00","9.852,00",282.78,197.95,50.9,14.42,10.32,4.24,2.83,1.5,0.31,0.15,0.15,424,-18.5248,-42.6223
Cantanhede,"419,00","607,00",21.0,14.7,3.78,1.07,0.77,0.32,0.21,0.11,0.02,0.01,0.01,26,-3.63757,-44.383
Canto do Buriti,"1.931,00","3.721,00",110.77,77.54,19.94,5.65,4.04,1.66,1.11,0.59,0.12,0.06,0.06,222,-8.1111,-42.9517
Cantá,"264,00","417,00",13.84,9.69,2.49,0.71,0.51,0.21,0.14,0.07,0.02,0.01,0.01,17,2.60994,-60.6058
Canudos,"871,00","1.883,00",52.93,37.05,9.53,2.7,1.93,0.79,0.53,0.28,0.06,0.03,0.03,98,-9.90014,-39.1471
Canudos do Vale,"610,00","1.030,00",32.97,23.08,5.93,1.68,1.2,0.49,0.33,0.17,0.04,0.02,0.02,33,-29.3271,-52.2374
Canápolis,"1.946,00","4.464,00",122.66,85.86,22.08,6.26,4.48,1.84,1.23,0.65,0.13,0.07,0.07,267,-13.0725,-44.201
Capanema,"20.691,00","46.807,00",1259.6,881.72,226.73,64.24,45.98,18.89,12.6,6.68,1.39,0.67,0.67,1352,-1.20529,-47.1778
Caparaó,"188,00","366,00",10.63,7.44,1.91,0.54,0.39,0.16,0.11,0.06,0.01,0.01,0.01,8,-20.5289,-41.9061
Capela,"1.415,00","2.403,00",75.87,53.11,13.66,3.87,2.77,1.14,0.76,0.4,0.08,0.04,0.04,138,-9.41504,-36.0826
Capela Nova,"402,00","655,00",21.18,14.83,3.81,1.08,0.77,0.32,0.21,0.11,0.02,0.01,0.01,29,-20.9179,-43.622
Capela de Santana,"2.922,00","6.283,00",175.26,122.68,31.55,8.94,6.4,2.63,1.75,0.93,0.19,0.09,0.09,296,-29.6961,-51.328
Capela do Alto,"1.291,00","2.190,00",68.92,48.24,12.41,3.51,2.52,1.03,0.69,0.37,0.08,0.04,0.04,208,-23.4685,-47.7388
Capela do Alto Alegre,"441,00","810,00",24.48,17.14,4.41,1.25,0.89,0.37,0.24,0.13,0.03,0.01,0.01,58,-11.6658,-39.8349
Capelinha,"4.107,00","9.491,00",254.89,178.43,45.88,13.0,9.3,3.82,2.55,1.35,0.28,0.14,0.14,355,-17.6888,-42.5147
Capetinga,"991,00","2.654,00",66.94,46.86,12.05,3.41,2.44,1.0,0.67,0.35,0.07,0.04,0.04,110,-20.6163,-47.0571
Capim,"339,00","575,00",18.44,12.91,3.32,0.94,0.67,0.28,0.18,0.1,0.02,0.01,0.01,17,-6.91624,-35.1673
Capim Branco,"1.394,00","3.466,00",91.22,63.86,16.42,4.65,3.33,1.37,0.91,0.48,0.1,0.05,0.05,153,-19.5471,-44.1304
Capim Grosso,"1.751,00","2.843,00",92.78,64.94,16.7,4.73,3.39,1.39,0.93,0.49,0.1,0.05,0.05,122,-11.3797,-40.0089
Capinzal,"2.919,00","7.701,00",187.94,131.56,33.83,9.58,6.86,2.82,1.88,1.0,0.21,0.1,0.1,124,-27.3473,-51.6057
Capinzal do Norte,"650,00","1.028,00",33.36,23.36,6.01,1.7,1.22,0.5,0.33,0.18,0.04,0.02,0.02,51,-4.7236,-44.328
Capinópolis,"3.644,00","8.109,00",222.29,155.6,40.01,11.34,8.11,3.33,2.22,1.18,0.24,0.12,0.12,448,-18.6862,-49.5706
Capistrano,"481,00","884,00",26.47,18.53,4.76,1.35,0.97,0.4,0.26,0.14,0.03,0.01,0.01,46,-4.45569,-38.9048
Capitão,"1.237,00","1.977,00",64.18,44.93,11.55,3.27,2.34,0.96,0.64,0.34,0.07,0.03,0.03,53,-29.2674,-51.9853
Capitão Andrade,"844,00","1.739,00",49.48,34.64,8.91,2.52,1.81,0.74,0.49,0.26,0.05,0.03,0.03,108,-19.0748,-41.8614
Capitão Enéas,"11.097,00","24.386,00",650.58,455.4,117.1,33.18,23.75,9.76,6.51,3.45,0.72,0.34,0.34,119,-16.3265,-43.7084
Capitão Gervásio Oliveira,"87,00","173,00",4.72,3.31,0.85,0.24,0.17,0.07,0.05,0.03,0.01,0.0,0.0,8,-8.49655,-41.814
Capitão Leônidas Marques,"4.829,00","9.609,00",276.59,193.61,49.79,14.11,10.1,4.15,2.77,1.47,0.3,0.15,0.15,417,-25.4816,-53.6112
Capitão Poço,"2.384,00","4.438,00",133.79,93.66,24.08,6.82,4.88,2.01,1.34,0.71,0.15,0.07,0.07,197,-1.74785,-47.0629
Capitão de Campos,"650,00","1.308,00",37.87,26.51,6.82,1.93,1.38,0.57,0.38,0.2,0.04,0.02,0.02,64,-4.457,-41.944
Capitólio,"4.848,00","10.805,00",296.39,207.47,53.35,15.12,10.82,4.45,2.96,1.57,0.33,0.16,0.16,476,-20.6164,-46.0493
Capivari,"5.623,00","10.176,00",311.43,218.0,56.06,15.88,11.37,4.67,3.11,1.65,0.34,0.17,0.17,487,-22.9951,-47.5071
Capivari de Baixo,"1.412,00","3.042,00",80.9,56.63,14.56,4.13,2.95,1.21,0.81,0.43,0.09,0.04,0.04,94,-28.4498,-48.9631
Capivari do Sul,"1.419,00","2.378,00",74.44,52.11,13.4,3.8,2.72,1.12,0.74,0.39,0.08,0.04,0.04,104,-30.1383,-50.5152
Capixaba,"442,00","728,00",23.18,16.23,4.17,1.18,0.85,0.35,0.23,0.12,0.03,0.01,0.01,15,-10.566,-67.686
Capoeiras,"848,00","1.355,00",43.98,30.79,7.92,2.24,1.61,0.66,0.44,0.23,0.05,0.02,0.02,83,-8.73423,-36.6306
Caputira,"459,00","838,00",24.94,17.46,4.49,1.27,0.91,0.37,0.25,0.13,0.03,0.01,0.01,35,-20.1703,-42.2683
Capão Alto,"26,00","47,00",1.41,0.99,0.25,0.07,0.05,0.02,0.01,0.01,0.0,0.0,0.0,3,-27.9389,-50.5098
Capão Bonito,"3.609,00","8.178,00",222.11,155.48,39.98,11.33,8.11,3.33,2.22,1.18,0.24,0.12,0.12,207,-24.0113,-48.3482
Capão Bonito do Sul,"844,00","1.591,00",46.68,32.68,8.4,2.38,1.7,0.7,0.47,0.25,0.05,0.02,0.02,64,-28.1254,-51.3961
Capão da Canoa,"7.535,00","15.230,00",439.25,307.47,79.06,22.4,16.03,6.59,4.39,2.33,0.48,0.23,0.23,882,-29.7642,-50.0282
Capão do Cipó,"1.397,00","2.232,00",72.83,50.98,13.11,3.71,2.66,1.09,0.73,0.39,0.08,0.04,0.04,113,-28.9312,-54.5558
Capão do Leão,"2.841,00","5.753,00",165.87,116.11,29.86,8.46,6.05,2.49,1.66,0.88,0.18,0.09,0.09,321,-31.7565,-52.4889
Caracaraí,"255,00","501,00",14.08,9.85,2.53,0.72,0.51,0.21,0.14,0.07,0.02,0.01,0.01,10,1.82766,-61.1304
Caracol,"1.173,00","2.076,00",63.97,44.78,11.52,3.26,2.34,0.96,0.64,0.34,0.07,0.03,0.03,135,-22.011,-57.0277
Caraguatatuba,"7.004,00","15.263,00",435.81,305.07,78.45,22.23,15.91,6.54,4.36,2.31,0.48,0.23,0.23,888,-23.6125,-45.4125
Carambeí,"11.898,00","24.657,00",658.09,460.67,118.46,33.56,24.02,9.87,6.58,3.49,0.72,0.35,0.35,230,-24.9152,-50.0986
Caranaíba,"215,00","422,00",12.62,8.84,2.27,0.64,0.46,0.19,0.13,0.07,0.01,0.01,0.01,22,-20.8707,-43.7417
Carandaí,"2.717,00","4.966,00",150.46,105.32,27.08,7.67,5.49,2.26,1.5,0.8,0.17,0.08,0.08,188,-20.9566,-43.811
Carangola,"4.834,00","11.666,00",306.86,214.8,55.24,15.65,11.2,4.6,3.07,1.63,0.34,0.16,0.16,466,-20.7343,-42.0313
Carapebus,"2.518,00","5.139,00",150.76,105.53,27.14,7.69,5.5,2.26,1.51,0.8,0.17,0.08,0.08,187,-22.1821,-41.663
Carapicuíba,"4.001,00","7.022,00",218.4,152.88,39.31,11.14,7.97,3.28,2.18,1.16,0.24,0.12,0.12,524,-23.5235,-46.8407
Caratinga,"11.202,00","23.733,00",667.64,467.35,120.18,34.05,24.37,10.01,6.68,3.54,0.73,0.35,0.35,1065,-19.7868,-42.1292
Carauari,"90,00","140,00",4.54,3.17,0.82,0.23,0.17,0.07,0.05,0.02,0.0,0.0,0.0,6,-4.88161,-66.9086
Caravelas,"2.222,00","4.153,00",122.48,85.73,22.05,6.25,4.47,1.84,1.22,0.65,0.13,0.06,0.06,201,-17.7268,-39.2597
Carazinho,"13.533,00","29.375,00",804.86,563.4,144.88,41.05,29.38,12.07,8.05,4.27,0.89,0.43,0.43,1546,-28.2958,-52.7933
Caraá,"996,00","1.833,00",55.18,38.62,9.93,2.81,2.01,0.83,0.55,0.29,0.06,0.03,0.03,92,-29.7869,-50.4316
Caraí,"322,00","503,00",16.51,11.56,2.97,0.84,0.6,0.25,0.17,0.09,0.02,0.01,0.01,49,-17.1862,-41.7004
Caraíbas,"712,00","1.159,00",37.79,26.45,6.8,1.93,1.38,0.57,0.38,0.2,0.04,0.02,0.02,96,-14.7177,-41.2603
Caraúbas,"5.783,00","13.940,00",340.44,238.31,61.28,17.36,12.43,5.11,3.4,1.8,0.37,0.18,0.18,368,-7.72049,-36.492
Caraúbas do Piauí,"378,00","593,00",19.68,13.78,3.54,1.0,0.72,0.3,0.2,0.1,0.02,0.01,0.01,33,-3.47525,-41.8425
Carbonita,"645,00","1.219,00",36.22,25.36,6.52,1.85,1.32,0.54,0.36,0.19,0.04,0.02,0.02,63,-17.5255,-43.0137
Cardeal da Silva,"58,00","89,00",3.12,2.18,0.56,0.16,0.11,0.05,0.03,0.02,0.0,0.0,0.0,4,-11.9472,-37.9469
Cardoso,"2.957,00","5.655,00",167.5,117.25,30.15,8.54,6.11,2.51,1.67,0.89,0.18,0.09,0.09,289,-20.08,-49.9183
Cardoso Moreira,"1.702,00","3.811,00",103.51,72.46,18.63,5.28,3.78,1.55,1.04,0.55,0.11,0.05,0.05,220,-21.4846,-41.6165
Careaçu,"1.750,00","3.971,00",107.15,75.01,19.29,5.46,3.91,1.61,1.07,0.57,0.12,0.06,0.06,93,-22.0424,-45.696
Careiro,"80,00","127,00",3.99,2.79,0.72,0.2,0.15,0.06,0.04,0.02,0.0,0.0,0.0,5,-3.76803,-60.369
Careiro da Várzea,"18,00","27,00",0.94,0.66,0.17,0.05,0.03,0.01,0.01,0.01,0.0,0.0,0.0,2,-3.314,-59.5557
Cariacica,"26.936,00","53.473,00",1555.02,1088.51,279.9,79.31,56.76,23.33,15.55,8.24,1.71,0.82,0.82,2084,-20.2632,-40.4165
Caridade,"6.585,00","20.607,00",482.06,337.45,86.77,24.59,17.6,7.23,4.82,2.55,0.53,0.26,0.26,119,-4.22514,-39.1912
Caridade do Piauí,"140,00","225,00",7.26,5.08,1.31,0.37,0.26,0.11,0.07,0.04,0.01,0.0,0.0,19,-7.73435,-40.9848
Carinhanha,"1.561,00","2.856,00",87.07,60.95,15.67,4.44,3.18,1.31,0.87,0.46,0.1,0.05,0.05,206,-14.2985,-43.7724
Carira,"621,00","979,00",32.21,22.55,5.8,1.64,1.18,0.48,0.32,0.17,0.04,0.02,0.02,46,-10.3524,-37.7002
Cariri do Tocantins,"1.432,00","2.603,00",79.64,55.75,14.34,4.06,2.91,1.19,0.8,0.42,0.09,0.04,0.04,76,-11.8881,-49.1609
Caririaçu,"836,00","1.324,00",43.24,30.27,7.78,2.21,1.58,0.65,0.43,0.23,0.05,0.02,0.02,83,-7.02808,-39.2828
Cariré,"935,00","1.709,00",52.27,36.59,9.41,2.67,1.91,0.78,0.52,0.28,0.06,0.03,0.03,89,-3.94858,-40.476
Cariús,"690,00","1.311,00",39.26,27.48,7.07,2.0,1.43,0.59,0.39,0.21,0.04,0.02,0.02,88,-6.52428,-39.4916
Carlinda,"2.328,00","4.566,00",133.23,93.26,23.98,6.79,4.86,2.0,1.33,0.71,0.15,0.07,0.07,232,-9.94912,-55.8417
Carlos Barbosa,"11.313,00","23.049,00",658.98,461.29,118.62,33.61,24.05,9.88,6.59,3.49,0.72,0.35,0.35,1150,-29.2969,-51.5028
Carlos Chagas,"1.589,00","2.909,00",87.92,61.54,15.82,4.48,3.21,1.32,0.88,0.47,0.1,0.05,0.05,144,-17.6973,-40.7723
Carlos Gomes,"326,00","516,00",16.7,11.69,3.01,0.85,0.61,0.25,0.17,0.09,0.02,0.01,0.01,36,-27.7167,-51.9121
Carlópolis,"3.363,00","7.490,00",205.0,143.5,36.9,10.46,7.48,3.08,2.05,1.09,0.23,0.11,0.11,221,-23.4269,-49.7235
Carmo,"1.646,00","2.792,00",88.83,62.18,15.99,4.53,3.24,1.33,0.89,0.47,0.1,0.05,0.05,155,-21.931,-42.6046
Carmo da Cachoeira,"2.046,00","4.986,00",130.63,91.44,23.51,6.66,4.77,1.96,1.31,0.69,0.14,0.07,0.07,99,-21.4633,-45.2201
Carmo da Mata,"2.697,00","5.578,00",158.21,110.74,28.48,8.07,5.77,2.37,1.58,0.84,0.17,0.08,0.08,196,-20.5575,-44.8735
Carmo de Minas,"1.629,00","3.409,00",94.86,66.41,17.08,4.84,3.46,1.42,0.95,0.5,0.1,0.05,0.05,125,-22.1204,-45.1307
Carmo do Cajuru,"8.136,00","19.023,00",508.22,355.75,91.48,25.92,18.55,7.62,5.08,2.69,0.56,0.27,0.27,496,-20.1912,-44.7664
